99306a8c-27a4-4e1d-98f8-29d969cb6ad8_S-2304-003123_HE_2of2.svs,0.007276440864906254,[122.52380952 126.43939394 172.6038961 ],[182.10606061 111.02164502 140.45887446],89.18535151812334,results/99306a8c-27a4-4e1d-98f8-29d969cb6ad8_S-2304-003123_HE_2of2
d8f8d8af-5df7-4707-82ac-92ca7fed8225_S-2006-005033_HE_2of2.svs,0.005329339573174014,[139.74919094 140.26537217 160.2394822 ],[164.4012945  141.87378641 136.44983819],93.37289606266059,kpmp
47046baa-ecf6-4445-b0b0-686acf94d016_S-2308-000062_HE_1of2.svs,0.0038904240549296407,[134.89010989 125.34065934 155.49450549],[173.42857143 113.71428571 136.68131868],92.47451587167333,kpmp
52f5402d-4135-4137-a8f3-26e91d6ded69_S-1903-005451_HE_1of2.svs,0.0031947598457988074,[124.40972222 128.19444444 157.97222222],[159.75694444 128.58333333 127.04861111],86.10119141190883,kpmp
